location,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3291 Court St IL 61554",40.546098,-89.602197,1,rooftop,3291,"Court St",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"3320 Veterans Dr IL 61554",40.538728,-89.595112,0.9,rooftop,3320,"S Veterans Dr",,,Pekin,IL,"Tazewell County",61554,US,Tazewell
"1124 Wesley Rd IL 61554",40.626366,-89.61831,0.9,rooftop,1124,"Wesley Rd",,,"Creve Coeur",IL,"Tazewell County",61610,US,Tazewell
"2920 Ne Adams St IL 61603",40.715376,-89.55989,1,rooftop,2920,"NE Adams St",,,Peoria,IL,"Peoria County",61603,US,Peoria
"2205 N Knoxville Ave IL 61603",40.71478,-89.593991,1,range_interpolation,2205,"N Knoxville Ave",,,Peoria,IL,"Peoria County",61603,US,"TIGER/Line® dataset from the US Census Bureau"
"627 North Western Avenue IL 61604",40.695637,-89.623326,1,rooftop,627,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"627 N Western Ave IL 61604",40.695637,-89.623326,1,rooftop,627,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"1017 W Main St IL 61606",40.699993,-89.610085,1,rooftop,1017,"W Main St",,,Peoria,IL,"Peoria County",61606,US,Peoria
"5600 Washington St IL 61607",40.652711,-89.647588,0.9,rooftop,5600,"S Washington St",,,Peoria,IL,"Peoria County",61607,US,Peoria
"1205 W Garfield Ave IL 61607",40.645022,-89.672126,0.9,range_interpolation,1205,"W Garfield Ave",,,Bartonville,IL,"Peoria County",61607,US,"TIGER/Line® dataset from the US Census Bureau"
"2320 W War Memorial Dr IL 61614",40.744113,-89.630425,1,rooftop,2320,"W War Memorial Dr",,,Peoria,IL,"Peoria County",61614,US,Peoria
"3600 N University St IL 61614",40.731545,-89.612063,0.8,rooftop,3600,"N University St",,,Peoria,IL,"Peoria County",61604,US,Peoria
"4007 Barring Trce IL 61615",40.769913,-89.654748,1,range_interpolation,4007,"Barring Trce",,,Peoria,IL,"Peoria County",61615,US,"TIGER/Line® dataset from the US Census Bureau"
"2920 Ne Adams St IL 61603",40.715376,-89.55989,1,rooftop,2920,"NE Adams St",,,Peoria,IL,"Peoria County",61603,US,Peoria
"2205 N Knoxville Ave IL 61603",40.71478,-89.593991,1,range_interpolation,2205,"N Knoxville Ave",,,Peoria,IL,"Peoria County",61603,US,"TIGER/Line® dataset from the US Census Bureau"
"627 North Western Avenue IL 61604",40.695637,-89.623326,1,rooftop,627,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"627 N Western Ave IL 61604",40.695637,-89.623326,1,rooftop,627,"N Western Ave",,,Peoria,IL,"Peoria County",61604,US,Peoria
"1017 W Main St IL 61606",40.699993,-89.610085,1,rooftop,1017,"W Main St",,,Peoria,IL,"Peoria County",61606,US,Peoria
"5600 Washington St IL 61607",40.652711,-89.647588,0.9,rooftop,5600,"S Washington St",,,Peoria,IL,"Peoria County",61607,US,Peoria
"1205 W Garfield Ave IL 61607",40.645022,-89.672126,0.9,range_interpolation,1205,"W Garfield Ave",,,Bartonville,IL,"Peoria County",61607,US,"TIGER/Line® dataset from the US Census Bureau"
"2320 W War Memorial Dr IL 61614",40.744113,-89.630425,1,rooftop,2320,"W War Memorial Dr",,,Peoria,IL,"Peoria County",61614,US,Peoria
"3600 N University St IL 61614",40.731545,-89.612063,0.8,rooftop,3600,"N University St",,,Peoria,IL,"Peoria County",61604,US,Peoria
"4007 Barring Trce IL 61615",40.769913,-89.654748,1,range_interpolation,4007,"Barring Trce",,,Peoria,IL,"Peoria County",61615,US,"TIGER/Line® dataset from the US Census Bureau"
"3947 Frontage Rd IL 61354",41.365257,-89.15932,1,range_interpolation,3947,"Frontage Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"924 Shooting Park Rd IL 61354",41.338396,-89.117182,1,range_interpolation,924,"Shooting Park Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"5251 Trompeter Rd IL 61354",41.369618,-89.127643,1,range_interpolation,5251,"Trompeter Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"3947 Frontage Rd IL 61354",41.365257,-89.15932,1,range_interpolation,3947,"Frontage Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"924 Shooting Park Rd IL 61354",41.338396,-89.117182,1,range_interpolation,924,"Shooting Park Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"5251 Trompeter Rd IL 61354",41.369618,-89.127643,1,range_interpolation,5251,"Trompeter Rd",,,Peru,IL,"LaSalle County",61354,US,"TIGER/Line® dataset from the US Census Bureau"
"524 W Washington St IL 62363",39.606932,-90.812619,1,range_interpolation,524,"W Washington St",,,Pittsfield,IL,"Pike County",62363,US,"TIGER/Line® dataset from the US Census Bureau"
"534 W Washington St IL 62363",39.606933,-90.812752,1,range_interpolation,534,"W Washington St",,,Pittsfield,IL,"Pike County",62363,US,"TIGER/Line® dataset from the US Census Bureau"
"524 W Washington St IL 62363",39.606932,-90.812619,1,range_interpolation,524,"W Washington St",,,Pittsfield,IL,"Pike County",62363,US,"TIGER/Line® dataset from the US Census Bureau"
"534 W Washington St IL 62363",39.606933,-90.812752,1,range_interpolation,534,"W Washington St",,,Pittsfield,IL,"Pike County",62363,US,"TIGER/Line® dataset from the US Census Bureau"
"15810 South Route 59 IL 60544",41.594463,-88.202164,1,rooftop,15810,"S Rt",,,Plainfield,IL,"Will County",60544,US,Will
"170 S Division St IL 60544",41.59935,-88.201971,1,range_interpolation,170,"S Division St",,,Plainfield,IL,"Will County",60544,US,"TIGER/Line® dataset from the US Census Bureau"
"12501 S Route 59 IL 60585",41.654801,-88.202894,1,rooftop,12501,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"2220 S Route 59 IL 60586",41.561971,-88.199568,0.8,rooftop,2220,Rt,,,Plainfield,IL,"Will County",60586,US,Will
"15810 South Route 59 IL 60544",41.594463,-88.202164,1,rooftop,15810,"S Rt",,,Plainfield,IL,"Will County",60544,US,Will
"170 S Division St IL 60544",41.59935,-88.201971,1,range_interpolation,170,"S Division St",,,Plainfield,IL,"Will County",60544,US,"TIGER/Line® dataset from the US Census Bureau"
"12501 S Route 59 IL 60585",41.654801,-88.202894,1,rooftop,12501,"S Rt",,,Plainfield,IL,"Will County",60585,US,Will
"2220 S Route 59 IL 60586",41.561971,-88.199568,0.8,rooftop,2220,Rt,,,Plainfield,IL,"Will County",60586,US,Will
"3201 Broadway St IL 62301",39.935643,-91.364594,1,rooftop,3201,"Broadway St",,,Quincy,IL,"Adams County",62301,US,Adams
"1301 Broadway St IL 62301",39.935836,-91.394759,1,rooftop,1301,"Broadway St",,,Quincy,IL,"Adams County",62301,US,Adams
"3201 Broadway St IL 62301",39.935643,-91.364594,1,rooftop,3201,"Broadway St",,,Quincy,IL,"Adams County",62301,US,Adams
"1301 Broadway St IL 62301",39.935836,-91.394759,1,rooftop,1301,"Broadway St",,,Quincy,IL,"Adams County",62301,US,Adams
"626 N Harlem Ave IL 60305",41.891823,-87.805299,1,range_interpolation,626,"N Harlem Ave",,,"River Forest",IL,"Cook County",60305,US,"TIGER/Line® dataset from the US Census Bureau"
"624 N Harlem Ave IL 60305",41.891734,-87.805458,1,rooftop,624,"N Harlem Ave",,,"River Forest",IL,"Cook County",60305,US,Cook
"626 N Harlem Ave IL 60305",41.891823,-87.805299,1,range_interpolation,626,"N Harlem Ave",,,"River Forest",IL,"Cook County",60305,US,"TIGER/Line® dataset from the US Census Bureau"
"624 N Harlem Ave IL 60305",41.891734,-87.805458,1,rooftop,624,"N Harlem Ave",,,"River Forest",IL,"Cook County",60305,US,Cook
"W Grand Ave IL 60171",41.929331,-87.841168,1,street_center,,"W Grand Ave",,,"River Grove",IL,"Cook County",60171,US,"TIGER/Line® dataset from the US Census Bureau"
"8800 Grand Ave IL 60171",41.929708,-87.846826,1,rooftop,8800,"Grand Ave",,,"River Grove",IL,"Cook County",60171,US,Cook
"W Grand Ave IL 60171",41.929331,-87.841168,1,street_center,,"W Grand Ave",,,"River Grove",IL,"Cook County",60171,US,"TIGER/Line® dataset from the US Census Bureau"
"8800 Grand Ave IL 60171",41.929708,-87.846826,1,rooftop,8800,"Grand Ave",,,"River Grove",IL,"Cook County",60171,US,Cook
"1120 N 7th St IL 61068",41.934428,-89.068408,1,range_interpolation,1120,"N 7th St",,,Rochelle,IL,"Ogle County",61068,US,"TIGER/Line® dataset from the US Census Bureau"
"892 Ranger Rd IL 61068",41.933181,-89.035073,1,range_interpolation,892,"Ranger Dr",,,Rochelle,IL,"Ogle County",61068,US,"TIGER/Line® dataset from the US Census Bureau"
"1120 N 7th St IL 61068",41.934428,-89.068408,1,range_interpolation,1120,"N 7th St",,,Rochelle,IL,"Ogle County",61068,US,"TIGER/Line® dataset from the US Census Bureau"
"892 Ranger Rd IL 61068",41.933181,-89.035073,1,range_interpolation,892,"Ranger Dr",,,Rochelle,IL,"Ogle County",61068,US,"TIGER/Line® dataset from the US Census Bureau"
"1005 1st Ave IL 61071",41.773159,-89.689186,1,range_interpolation,1005,"1st Ave",,,"Rock Falls",IL,"Whiteside County",61071,US,"TIGER/Line® dataset from the US Census Bureau"
"1003 1st Ave IL 61071",41.772188,-89.68877,1,rooftop,1003,"1st Ave",,,"Rock Falls",IL,"Whiteside County",61071,US,Whiteside
"1005 1st Ave IL 61071",41.773159,-89.689186,1,range_interpolation,1005,"1st Ave",,,"Rock Falls",IL,"Whiteside County",61071,US,"TIGER/Line® dataset from the US Census Bureau"
"1003 1st Ave IL 61071",41.772188,-89.68877,1,rooftop,1003,"1st Ave",,,"Rock Falls",IL,"Whiteside County",61071,US,Whiteside
"2950 11th St IL 61201",41.485006,-90.58308,0.6,street_center,,"11th St",,,"Rock Island",IL,"Rock Island County",61201,US,"TIGER/Line® dataset from the US Census Bureau"
"1813 30th St IL 61201",41.493225,-90.557279,1,range_interpolation,1813,"30th St",,,"Rock Island",IL,"Rock Island County",61201,US,"TIGER/Line® dataset from the US Census Bureau"
"2950 11th St IL 61201",41.485006,-90.58308,0.6,street_center,,"11th St",,,"Rock Island",IL,"Rock Island County",61201,US,"TIGER/Line® dataset from the US Census Bureau"
"1813 30th St IL 61201",41.493225,-90.557279,1,range_interpolation,1813,"30th St",,,"Rock Island",IL,"Rock Island County",61201,US,"TIGER/Line® dataset from the US Census Bureau"
"3710 Auburn St IL 61101",42.287988,-89.115455,1,rooftop,3710,"Auburn St",,,Rockford,IL,"Winnebago County",61101,US,Winnebago
"930 W Riverside Blvd IL 61103",42.315603,-89.076546,1,range_interpolation,930,"W Riverside Blvd",,,Rockford,IL,"Winnebago County",61103,US,"TIGER/Line® dataset from the US Census Bureau"
"3137 N Main St IL 61103",42.307762,-89.0765,1,rooftop,3137,"N Main St",,,Rockford,IL,"Winnebago County",61103,US,Winnebago
"1441 Kishwaukee St IL 61104",42.252407,-89.08738,1,rooftop,1441,"Kishwaukee St",,,Rockford,IL,"Winnebago County",61104,US,Winnebago
"1032 E State St IL 61104",42.267056,-89.080506,1,range_interpolation,1032,"E State St",,,Rockford,IL,"Winnebago County",61104,US,"TIGER/Line® dataset from the US Census Bureau"
"314 N Mulford Rd IL 61107",42.269928,-89.001059,1,rooftop,314,"N Mulford Rd",,,Rockford,IL,"Winnebago County",61107,US,Winnebago
"420 S Perryville Rd IL 61108",42.266295,-88.980192,0.9,range_interpolation,420,"S Perryville Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"4623 E State St IL 61108",42.263133,-89.025513,1,rooftop,4623,"E State St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"2715 Charles St IL 61108",42.258661,-89.052717,1,rooftop,2715,"Charles St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"7219 Walton St IL 61108",42.266192,-88.973371,0.87,rooftop,7219,"Walton Dr",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"4403 Harrison Ave IL 61108",42.238135,-89.030131,1,range_interpolation,4403,"Harrison Ave",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"2622 Charles St IL 61108",42.259592,-89.05444,1,range_interpolation,2622,"Charles St",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"S Mulford Rd IL 61108",42.252241,-88.999537,1,street_center,,"S Mulford Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"4365 11th St IL 61109",42.209314,-89.07346,1,rooftop,4365,"11th St",,,Rockford,IL,"Winnebago County",61109,US,Winnebago
"3237 11th St IL 61109",42.225609,-89.072777,1,rooftop,3237,"11th St",,,Rockford,IL,"Winnebago County",61109,US,Winnebago
"7200 Harrison Ave IL 61112",42.247219,-88.975219,1,rooftop,7200,"Harrison Ave",,,Rockford,IL,"Winnebago County",61112,US,Winnebago
"6995 E Riverside Blvd IL 61114",42.318734,-88.980108,1,range_interpolation,6995,"E Riverside Blvd",,,Rockford,IL,"Winnebago County",61114,US,"TIGER/Line® dataset from the US Census Bureau"
"3858 Northridge Dr IL 61114",42.316259,-89.033511,1,rooftop,3858,"Northridge Dr",,,Rockford,IL,"Winnebago County",61114,US,Winnebago
"3710 Auburn St IL 61101",42.287988,-89.115455,1,rooftop,3710,"Auburn St",,,Rockford,IL,"Winnebago County",61101,US,Winnebago
"930 W Riverside Blvd IL 61103",42.315603,-89.076546,1,range_interpolation,930,"W Riverside Blvd",,,Rockford,IL,"Winnebago County",61103,US,"TIGER/Line® dataset from the US Census Bureau"
"3137 N Main St IL 61103",42.307762,-89.0765,1,rooftop,3137,"N Main St",,,Rockford,IL,"Winnebago County",61103,US,Winnebago
"1441 Kishwaukee St IL 61104",42.252407,-89.08738,1,rooftop,1441,"Kishwaukee St",,,Rockford,IL,"Winnebago County",61104,US,Winnebago
"1032 E State St IL 61104",42.267056,-89.080506,1,range_interpolation,1032,"E State St",,,Rockford,IL,"Winnebago County",61104,US,"TIGER/Line® dataset from the US Census Bureau"
"314 N Mulford Rd IL 61107",42.269928,-89.001059,1,rooftop,314,"N Mulford Rd",,,Rockford,IL,"Winnebago County",61107,US,Winnebago
"420 S Perryville Rd IL 61108",42.266295,-88.980192,0.9,range_interpolation,420,"S Perryville Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"4623 E State St IL 61108",42.263133,-89.025513,1,rooftop,4623,"E State St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"2715 Charles St IL 61108",42.258661,-89.052717,1,rooftop,2715,"Charles St",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"7219 Walton St IL 61108",42.266192,-88.973371,0.87,rooftop,7219,"Walton Dr",,,Rockford,IL,"Winnebago County",61108,US,Winnebago
"4403 Harrison Ave IL 61108",42.238135,-89.030131,1,range_interpolation,4403,"Harrison Ave",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"2622 Charles St IL 61108",42.259592,-89.05444,1,range_interpolation,2622,"Charles St",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"S Mulford Rd IL 61108",42.252241,-88.999537,1,street_center,,"S Mulford Rd",,,Rockford,IL,"Winnebago County",61108,US,"TIGER/Line® dataset from the US Census Bureau"
"4365 11th St IL 61109",42.209314,-89.07346,1,rooftop,4365,"11th St",,,Rockford,IL,"Winnebago County",61109,US,Winnebago
"3237 11th St IL 61109",42.225609,-89.072777,1,rooftop,3237,"11th St",,,Rockford,IL,"Winnebago County",61109,US,Winnebago
"7200 Harrison Ave IL 61112",42.247219,-88.975219,1,rooftop,7200,"Harrison Ave",,,Rockford,IL,"Winnebago County",61112,US,Winnebago
"6995 E Riverside Blvd IL 61114",42.318734,-88.980108,1,range_interpolation,6995,"E Riverside Blvd",,,Rockford,IL,"Winnebago County",61114,US,"TIGER/Line® dataset from the US Census Bureau"
"3858 Northridge Dr IL 61114",42.316259,-89.033511,1,rooftop,3858,"Northridge Dr",,,Rockford,IL,"Winnebago County",61114,US,Winnebago
"3140 Kirchoff Rd IL 60008",42.078605,-88.019276,1,rooftop,3140,"Kirchoff Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"1775 Algonquin Rd IL 60008",42.05597,-88.00071,1,range_interpolation,1775,"Algonquin Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,"TIGER/Line® dataset from the US Census Bureau"
"3140 Kirchoff Rd IL 60008",42.078605,-88.019276,1,rooftop,3140,"Kirchoff Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,Cook
"1775 Algonquin Rd IL 60008",42.05597,-88.00071,1,range_interpolation,1775,"Algonquin Rd",,,"Rolling Meadows",IL,"Cook County",60008,US,"TIGER/Line® dataset from the US Census Bureau"
"778 S Weber Rd IL 60446",41.59721,-88.123397,1,rooftop,778,"S Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"645 North Independence Boulevard IL 60446",41.652478,-88.080041,1,rooftop,645,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"1300 Marquette Dr IL 60446",41.672076,-88.068139,1,rooftop,1300,"Marquette Dr",,,Romeoville,IL,"Will County",60446,US,Will
"675 N Weber Rd IL 60446",41.651063,-88.124162,1,rooftop,675,"N Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"778 S Weber Rd IL 60446",41.59721,-88.123397,1,rooftop,778,"S Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"645 North Independence Boulevard IL 60446",41.652478,-88.080041,1,rooftop,645,"N Independence Blvd",,,Romeoville,IL,"Will County",60446,US,Will
"1300 Marquette Dr IL 60446",41.672076,-88.068139,1,rooftop,1300,"Marquette Dr",,,Romeoville,IL,"Will County",60446,US,Will
"675 N Weber Rd IL 60446",41.651063,-88.124162,1,rooftop,675,"N Weber Rd",,,Romeoville,IL,"Will County",60446,US,Will
"439 E Irving Park Rd IL 60172",41.960512,-87.932213,0.8,rooftop,439,"E Irving Park Rd",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"440 E Maple Ave IL 60172",41.981772,-88.070247,0.87,rooftop,440,"E Maple",,,Roselle,IL,"DuPage County",60172,US,Dupage
"439 E Irving Park Rd IL 60172",41.960512,-87.932213,0.8,rooftop,439,"E Irving Park Rd",,,Bensenville,IL,"DuPage County",60106,US,Dupage
"440 E Maple Ave IL 60172",41.981772,-88.070247,0.87,rooftop,440,"E Maple",,,Roselle,IL,"DuPage County",60172,US,Dupage
"6200 North River Road IL 60018",41.990425,-87.860454,1,rooftop,6200,"N River Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"6150 N River Rd IL 60018",41.989058,-87.860875,1,rooftop,6150,"N River Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"6200 North River Road IL 60018",41.990425,-87.860454,1,rooftop,6200,"N River Rd",,,"Des Plaines",IL,"Cook County",60018,US,Cook
"6150 N River Rd IL 60018",41.989058,-87.860875,1,rooftop,6150,"N River Rd",,,Rosemont,IL,"Cook County",60018,US,Cook
"774 W Rollins Rd IL 60073",42.379264,-88.100258,1,range_interpolation,774,"W Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,"TIGER/Line® dataset from the US Census Bureau"
"U.S. 12 IL 60073",42.315883,-88.164554,1,street_center,,"US Hwy 12",,,"Round Lake",IL,"Lake County",60073,US,"TIGER/Line® dataset from the US Census Bureau"
"774 W Rollins Rd IL 60073",42.379264,-88.100258,1,range_interpolation,774,"W Rollins Rd",,,"Round Lake Beach",IL,"Lake County",60073,US,"TIGER/Line® dataset from the US Census Bureau"
"U.S. 12 IL 60073",42.315883,-88.164554,1,street_center,,"US Hwy 12",,,"Round Lake",IL,"Lake County",60073,US,"TIGER/Line® dataset from the US Census Bureau"
"775 E Algonquin Rd IL 60173",42.072912,-88.060007,1,rooftop,775,"E Algonquin Rd",,,Schaumburg,IL,"Cook County",60173,US,"City of Schaumburg"
"955 E Golf Rd IL 60173",42.049229,-88.055724,1,rooftop,955,"E Golf Rd",,,Schaumburg,IL,"Cook County",60173,US,"City of Schaumburg"
"720 E Higgins Rd IL 60173",42.041631,-88.061168,1,rooftop,720,"E Higgins Rd",,,Schaumburg,IL,"Cook County",60173,US,Cook
"550 S Roselle Rd IL 60193",42.017565,-88.08057,1,rooftop,550,"S Roselle Rd",,,Schaumburg,IL,"Cook County",60193,US,"City of Schaumburg"
"2545 W Schaumburg Rd IL 60194",42.024398,-88.143551,1,rooftop,2545,"W Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"522 W Golf Rd IL 60195",42.049268,-88.093588,1,rooftop,522,"W Golf Rd",,,Schaumburg,IL,"Cook County",60195,US,Cook
"775 E Algonquin Rd IL 60173",42.072912,-88.060007,1,rooftop,775,"E Algonquin Rd",,,Schaumburg,IL,"Cook County",60173,US,"City of Schaumburg"
"955 E Golf Rd IL 60173",42.049229,-88.055724,1,rooftop,955,"E Golf Rd",,,Schaumburg,IL,"Cook County",60173,US,"City of Schaumburg"
"720 E Higgins Rd IL 60173",42.041631,-88.061168,1,rooftop,720,"E Higgins Rd",,,Schaumburg,IL,"Cook County",60173,US,Cook
"550 S Roselle Rd IL 60193",42.017565,-88.08057,1,rooftop,550,"S Roselle Rd",,,Schaumburg,IL,"Cook County",60193,US,"City of Schaumburg"
"2545 W Schaumburg Rd IL 60194",42.024398,-88.143551,1,rooftop,2545,"W Schaumburg Rd",,,Schaumburg,IL,"Cook County",60194,US,"City of Schaumburg"
"522 W Golf Rd IL 60195",42.049268,-88.093588,1,rooftop,522,"W Golf Rd",,,Schaumburg,IL,"Cook County",60195,US,Cook
"10201 Belle Plaine Ave IL 60176",41.952957,-87.880764,1,range_interpolation,10201,"Belle Plaine Ave",,,"Schiller Park",IL,"Cook County",60176,US,"TIGER/Line® dataset from the US Census Bureau"
